year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,linkID,Ratio lo/med,med trans,med treatment,,lo,,hi,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,HI linkID,ratio hi/med,med trans,med treatment,,Med,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,medlinkID
2035,2010,GW1806-3-12,1806021PD,8428.935999,1101,3,0,2035GW1806-3-121806021PD,0.979591837,1101,26,,,,,2010,2010,DSL1806011,1806011PD,87.50616802,1262,4044,0,2010DSL18060111806011PD,1,1262,4044,,,2010,2010,SW1807307,1807307PD,10058.99436,87,224,0,2010SW18073071807307PD
2030,2010,GW1806-3-12,1806021PD,8142.415246,1101,3,0,2030GW1806-3-121806021PD,0.979591837,1101,26,,,,,2015,2010,DSL1806011,1806011PD,87.17239748,1262,4044,0,2015DSL18060111806011PD,1,1262,4044,,,2035,2010,SW1805SWP05,SW1805SWP05c,10057.13951,422.7726454,0,0,2035SW1805SWP05SW1805SWP05c
2025,2010,GW1806-3-12,1806021PD,7928.467441,1101,3,0,2025GW1806-3-121806021PD,0.979591837,1101,26,,,,,2010,2010,1807147NPD,1807147E,84,195.72,0,0,20101807147NPD1807147E,1,195.72,0,,,2025,2010,1806023PD,1806023E,10056.8,163.1,0,0,20251806023PD1806023E
2020,2010,GW1806-3-12,1806021PD,7795.238008,1101,3,0,2020GW1806-3-121806021PD,0.979591837,1101,26,,,,,2035,2010,GWR1803-5-28,1803035GW,82.757287,749,1095,0,2035GWR1803-5-281803035GW,1,749,1095,,,2010,2010,SW1803SWP11,SW1803SWP12,10052.74178,91.60904492,0,0,2010SW1803SWP11SW1803SWP12
2015,2010,GW1806-3-12,1806021PD,7646.373608,1101,3,0,2015GW1806-3-121806021PD,0.979591837,1101,26,,,,,2030,2010,GWR1803-5-28,1803035GW,78.03771361,749,1095,0,2030GWR1803-5-281803035GW,1,749,1095,,,2010,2010,SW1803SWP12,SW1803SWP13,10052.74178,0,0,0,2010SW1803SWP12SW1803SWP13
2010,2010,GW1806-3-12,1806021PD,6510.886149,1101,3,0,2010GW1806-3-121806021PD,0.979591837,1101,26,,,,,2030,2010,DSL1806011,1806011PD,77.56415292,1262,4044,0,2030DSL18060111806011PD,1,1262,4044,,,2010,2010,SW1803SWP13,SW1803SWP14,10052.74178,0,0,0,2010SW1803SWP13SW1803SWP14
2035,2010,1803041IMP,1803009PD,18931.59591,10,699,0,20351803041IMP1803009PD,0.979281768,25,699,,,,,2035,2010,DSL1806011,1806011PD,77.56415292,1262,4044,0,2035DSL18060111806011PD,1,1262,4044,,,2010,2010,SW1803SWP14,SW1806SWP15,10052.74178,0,0,0,2010SW1803SWP14SW1806SWP15
2030,2010,1803041IMP,1803009PD,18926.06531,10,699,0,20301803041IMP1803009PD,0.979281768,25,699,,,,,2025,2010,DSL1806011,1806011PD,75.64446186,1262,4044,0,2025DSL18060111806011PD,1,1262,4044,,,2010,2010,1807246GW,1807233PD,10052,0,26,0,20101807246GW1807233PD
2025,2010,1803041IMP,1803009PD,18921.18726,10,699,0,20251803041IMP1803009PD,0.979281768,25,699,,,,,2010,2010,1806059NPD,1806059E,75.5,195.72,0,0,20101806059NPD1806059E,1,195.72,0,,,2020,2010,1805071PD,1805071E,10050,318.2,0,0,20201805071PD1805071E
2020,2010,1803041IMP,1803009PD,18916.5654,10,699,0,20201803041IMP1803009PD,0.979281768,25,699,,,,,2030,2010,1803027NPD,1803027E,75,21.12,0,0,20301803027NPD1803027E,1,21.12,0,,,2025,2010,1802033PD,1802033E,10040,17.6,0,0,20251802033PD1802033E
2015,2010,1803041IMP,1803009PD,17528.68652,10,699,0,20151803041IMP1803009PD,0.979281768,25,699,,,,,2010,2010,RES1806063,1806063E,75,87,0,0,2010RES18060631806063E,1,87,0,,,2035,2010,1807169PD,1807169E,10040,163.1,0,0,20351807169PD1807169E
2010,2010,1803041IMP,1803009PD,12974.78924,10,699,0,20101803041IMP1803009PD,0.979281768,25,699,,,,,2015,2010,RES1806063,1806063E,75,87,0,0,2015RES18060631806063E,1,87,0,,,2030,2010,WWT1807197a,1807197REC,10036.8984,108,0,0,2030WWT1807197a1807197REC
2035,2010,GW1802013,1802013PD,105.1826087,1000,3,0,2035GW18020131802013PD,0.977582846,1000,26,,,,,2020,2010,RES1806063,1806063E,75,87,0,0,2020RES18060631806063E,1,87,0,,,2020,2010,SW1805081PEN,1805077PD,10035,25,26,0,2020SW1805081PEN1805077PD
2030,2010,GW1802013,1802013PD,103.8657244,1000,3,0,2030GW18020131802013PD,0.977582846,1000,26,,,,,2025,2010,RES1806063,1806063E,75,87,0,0,2025RES18060631806063E,1,87,0,,,2035,2010,GW1807309a,1807035BDSL,10030.36594,579,0,0,2035GW1807309a1807035BDSL
2025,2010,GW1802013,1802013PD,102.5493716,1000,3,0,2025GW18020131802013PD,0.977582846,1000,26,,,,,2030,2010,RES1806063,1806063E,75,87,0,0,2030RES18060631806063E,1,87,0,,,2020,2010,GW1806-3-04,GW1806-3-04.08,10017.55056,0,0,0,2020GW1806-3-04GW1806-3-04.08
2020,2010,GW1802013,1802013PD,101.3727273,1000,3,0,2020GW18020131802013PD,0.977582846,1000,26,,,,,2035,2010,RES1806063,1806063E,75,87,0,0,2035RES18060631806063E,1,87,0,,,2020,2010,SW1807SWP29,1807323IMP,10014,433.955,0,0,2020SW1807SWP291807323IMP
2015,2010,GW1802013,1802013PD,99.98920863,1000,3,0,2015GW18020131802013PD,0.977582846,1000,26,,,,,2025,2010,GWR1803-5-28,1803035GW,74.23048327,749,1095,0,2025GWR1803-5-281803035GW,1,749,1095,,,2020,2010,1807323IMP,1807323PD,10014,0,224,0,20201807323IMP1807323PD
2010,2010,GW1802013,1802013PD,84.29716981,1000,3,0,2010GW18020131802013PD,0.977582846,1000,26,,,,,2010,2010,1805005NPD,1805005E,73,381.84,0,0,20101805005NPD1805005E,1,381.84,0,,,2035,2010,1807161BDSL,1807165PD,10013.75378,25,758,0,20351807161BDSL1807165PD
2015,2010,GW1806-3-12,1806067GW,7394.800865,471,0,0,2015GW1806-3-121806067GW,0.975609756,482.775,0,,,,,2010,2010,1807265NPD,1807265E,73,195.72,0,0,20101807265NPD1807265E,1,195.72,0,,,2030,2010,1802035PD,1802035E,10011.26,17.6,0,0,20301802035PD1802035E
2015,2010,GW1804-5-22.07,1804051GW,894,0,241,0,2015GW1804-5-22.071804051GW,0.975609756,0,247.025,,,,,2020,2010,DSL1806011,1806011PD,72.21958533,1262,4044,0,2020DSL18060111806011PD,1,1262,4044,,,2035,2010,1802035PD,1802035E,10011.26,17.6,0,0,20351802035PD1802035E
2015,2010,GW1807-4-06,1807045BDSL,868.9532858,579,0,0,2015GW1807-4-061807045BDSL,0.975609756,593.475,0,,,,,2010,2010,1805067NPD,1805067E,70,381.84,0,0,20101805067NPD1805067E,1,381.84,0,,,2035,2010,WWT1807087b,1807087REC,10006.899,108,0,0,2035WWT1807087b1807087REC
2025,2010,GW1807319,1807319PD,9255,900,3,0,2025GW18073191807319PD,0.975161987,900,26,,,,,2035,2010,1807013NPD,1807013E,67.5,195.72,0,0,20351807013NPD1807013E,1,195.72,0,,,2015,2010,SW1806065,1806065PD,10006.34326,87,224,0,2015SW18060651806065PD
2030,2010,GW1807319,1807319PD,9255,900,3,0,2030GW18073191807319PD,0.975161987,900,26,,,,,2015,2010,1806077NPD,1806077E,65.5,195.72,0,0,20151806077NPD1806077E,1,195.72,0,,,2025,2010,1807407PD,1807159PD,10001.56299,25,0,0,20251807407PD1807159PD
2035,2010,GW1807319,1807319PD,9255,900,3,0,2035GW18073191807319PD,0.975161987,900,26,,,,,2020,2010,1806077NPD,1806077E,65.5,195.72,0,0,20201806077NPD1806077E,1,195.72,0,,,2020,2010,SW1810025,1810025PD,10000,87,224,0,2020SW18100251810025PD
2020,2010,GW1807319,1807319PD,8015,900,3,0,2020GW18073191807319PD,0.975161987,900,26,,,,,2025,2010,1806077NPD,1806077E,65.5,195.72,0,0,20251806077NPD1806077E,1,195.72,0,,,2015,2010,WWT1807023a,1807203REC,10000,108,0,0,2015WWT1807023a1807203REC
2015,2010,GW1807319,1807319PD,6775,900,3,0,2015GW18073191807319PD,0.975161987,900,26,,,,,2030,2010,1806077NPD,1806077E,65.5,195.72,0,0,20301806077NPD1806077E,1,195.72,0,,,2010,2010,GW1809-6-44,1809027PD,10000,307,190.2,0,2010GW1809-6-441809027PD
2010,2010,GW1807319,1807319PD,6500,900,3,0,2010GW18073191807319PD,0.975161987,900,26,,,,,2035,2010,1806077NPD,1806077E,65.5,195.72,0,0,20351806077NPD1806077E,1,195.72,0,,,2030,2010,1807407PD,1807159PD,9993.271388,25,0,0,20301807407PD1807159PD
2035,2010,GW1807032,1807032PD,3942.156716,873,3,0,2035GW18070321807032PD,0.974416018,873,26,,,,,2020,2010,GWR1803-5-28,1803035GW,63.77213542,749,1095,0,2020GWR1803-5-281803035GW,1,749,1095,,,2035,2010,1807407PD,1807159PD,9990.111111,25,0,0,20351807407PD1807159PD
2030,2010,GW1807032,1807032PD,3941.819955,873,3,0,2030GW18070321807032PD,0.974416018,873,26,,,,,2030,2010,1807013NPD,1807013E,63,195.72,0,0,20301807013NPD1807013E,1,195.72,0,,,2030,2010,1807169PD,1807169E,9990,163.1,0,0,20301807169PD1807169E
2025,2010,GW1807032,1807032PD,3941.556462,873,3,0,2025GW18070321807032PD,0.974416018,873,26,,,,,2015,2010,1807103NPD,1807103E,60,195.72,0,0,20151807103NPD1807103E,1,195.72,0,,,2030,2010,WWT1807087b,1807087REC,9978.32618,108,0,0,2030WWT1807087b1807087REC
2020,2010,GW1807032,1807032PD,3941.064315,873,3,0,2020GW18070321807032PD,0.974416018,873,26,,,,,2025,2010,1807013NPD,1807013E,58.5,195.72,0,0,20251807013NPD1807013E,1,195.72,0,,,2010,2010,1807221PD,1807221E,9975.84,163.1,0,0,20101807221PD1807221E
2015,2010,GW1807032,1807032PD,3296.23802,873,3,0,2015GW18070321807032PD,0.974416018,873,26,,,,,2020,2010,SW1801015,1801015E,56,163.1,0,0,2020SW18010151801015E,1,163.1,0,,,2020,2010,1807335PD,1807335E,9970.96,163.1,0,0,20201807335PD1807335E
2010,2010,GW1807032,1807032PD,1351.089541,873,3,0,2010GW18070321807032PD,0.974416018,873,26,,,,,2025,2010,SW1801015,1801015E,56,163.1,0,0,2025SW18010151801015E,1,163.1,0,,,2010,2010,1802069PD,1802069E,9958.88,17.6,0,0,20101802069PD1802069E
2020,2010,GW1807317a,1807317PD,7162.813374,817,3,0,2020GW1807317a1807317PD,0.972716489,817,26,,,,,2020,2010,1807398NPD,1807398E,55,195.72,0,0,20201807398NPD1807398E,1,195.72,0,,,2030,2010,1807407PD,1807032PD,9958.180045,25,0,0,20301807407PD1807032PD
2015,2010,GW1807317a,1807317PD,7127.35074,817,3,0,2015GW1807317a1807317PD,0.972716489,817,26,,,,,2025,2010,1807398NPD,1807398E,55,195.72,0,0,20251807398NPD1807398E,1,195.72,0,,,2015,2010,GW-8,GW1807-8-05,9954.486532,0,0,0,2015GW-8GW1807-8-05
2025,2010,GW1807317a,1807317PD,7107.841714,817,3,0,2025GW1807317a1807317PD,0.972716489,817,26,,,,,2030,2010,1807398NPD,1807398E,55,195.72,0,0,20301807398NPD1807398E,1,195.72,0,,,2015,2010,SW1805081PEN,1805077PD,9952,25,26,0,2015SW1805081PEN1805077PD
2030,2010,GW1807317a,1807317PD,7099.409107,817,3,0,2030GW1807317a1807317PD,0.972716489,817,26,,,,,2035,2010,1807398NPD,1807398E,55,195.72,0,0,20351807398NPD1807398E,1,195.72,0,,,2010,2010,1807273PD,1807273E,9945.65,163.1,0,0,20101807273PD1807273E
2035,2010,GW1807317a,1807317PD,7086.763997,817,3,0,2035GW1807317a1807317PD,0.972716489,817,26,,,,,2020,2010,1807013NPD,1807013E,54.5,195.72,0,0,20201807013NPD1807013E,1,195.72,0,,,2025,2010,1807169PD,1807169E,9940,163.1,0,0,20251807169PD1807169E
2010,2010,GW1807317a,1807317PD,7078.678158,817,3,0,2010GW1807317a1807317PD,0.972716489,817,26,,,,,2015,2010,1807035NPD,1807035E,53.5,195.72,0,0,20151807035NPD1807035E,1,195.72,0,,,2020,2010,1804017PD,1804017E,9935.218976,17.6,0,0,20201804017PD1804017E
2020,2010,GW1807317b,1807317PD,5654.852664,817,3,0,2020GW1807317b1807317PD,0.972716489,817,26,,,,,2030,2010,1807035NPD,1807035E,53.5,195.72,0,0,20301807035NPD1807035E,1,195.72,0,,,2025,2010,1802035PD,1802035E,9931.68,17.6,0,0,20251802035PD1802035E
2015,2010,GW1807317b,1807317PD,5626.855847,817,3,0,2015GW1807317b1807317PD,0.972716489,817,26,,,,,2035,2010,1807035NPD,1807035E,53.5,195.72,0,0,20351807035NPD1807035E,1,195.72,0,,,2035,2010,1808001PD,1808001E,9929,17.6,0,0,20351808001PD1808001E
2025,2010,GW1807317b,1807317PD,5611.453984,817,3,0,2025GW1807317b1807317PD,0.972716489,817,26,,,,,2025,2010,1807035NPD,1807035E,52.5,195.72,0,0,20251807035NPD1807035E,1,195.72,0,,,2025,2010,1807229PD,1807245PD,9922.133561,25,0,0,20251807229PD1807245PD
2030,2010,GW1807317b,1807317PD,5604.796663,817,3,0,2030GW1807317b1807317PD,0.972716489,817,26,,,,,2010,2010,1807103NPD,1807103E,52,195.72,0,0,20101807103NPD1807103E,1,195.72,0,,,2015,2010,1805077PD,1805077E,9916.83,318.2,0,0,20151805077PD1805077E
2035,2010,GW1807317b,1807317PD,5594.813682,817,3,0,2035GW1807317b1807317PD,0.972716489,817,26,,,,,2020,2010,1807035NPD,1807035E,51,195.72,0,0,20201807035NPD1807035E,1,195.72,0,,,2020,2010,1805077PD,1805077E,9916.83,318.2,0,0,20201805077PD1805077E
2010,2010,GW1807317b,1807317PD,4021.438722,817,3,0,2010GW1807317b1807317PD,0.972716489,817,26,,,,,2010,2010,1807155NPD,1807155E,51,195.72,0,0,20101807155NPD1807155E,1,195.72,0,,,2015,2010,SW1802105,1802105PD,9914.941549,87,224,0,2015SW18021051802105PD
2030,2010,GW1807-4-11.04,1807129PD,2679.322034,608,3,0,2030GW1807-4-11.041807129PD,0.963722397,608,26,,,,,2015,2010,1807155NPD,1807155E,51,195.72,0,0,20151807155NPD1807155E,1,195.72,0,,,2030,2010,GW1808011,1808011PD,9911,177,26,0,2030GW18080111808011PD
2035,2010,GW1807-4-11.04,1807129PD,2679.268099,608,3,0,2035GW1807-4-11.041807129PD,0.963722397,608,26,,,,,2020,2010,1807155NPD,1807155E,51,195.72,0,0,20201807155NPD1807155E,1,195.72,0,,,2030,2010,SW1805SWP05,SW1805SWP05c,9910.797186,422.7726454,0,0,2030SW1805SWP05SW1805SWP05c
2020,2010,GW1807-4-11.04,1807129PD,2678.868552,608,3,0,2020GW1807-4-11.041807129PD,0.963722397,608,26,,,,,2025,2010,1807155NPD,1807155E,51,195.72,0,0,20251807155NPD1807155E,1,195.72,0,,,2015,2010,GW1807-4-04.07,1807053PD,9908.971561,579,181.75,0,2015GW1807-4-04.071807053PD
2025,2010,GW1807-4-11.04,1807129PD,2678.500082,608,3,0,2025GW1807-4-11.041807129PD,0.963722397,608,26,,,,,2030,2010,1807155NPD,1807155E,51,195.72,0,0,20301807155NPD1807155E,1,195.72,0,,,2025,2010,WWT1807087b,1807087REC,9905.442671,108,0,0,2025WWT1807087b1807087REC
2015,2010,GW1807-4-11.04,1807129PD,2678.199052,608,3,0,2015GW1807-4-11.041807129PD,0.963722397,608,26,,,,,2010,2010,1807237NPD,1807237E,51,195.72,0,0,20101807237NPD1807237E,1,195.72,0,,,2020,2010,1802053PD,1802053E,9894.51,17.6,0,0,20201802053PD1802053E
2010,2010,GW1807-4-11.04,1807129PD,2538.726694,608,3,0,2010GW1807-4-11.041807129PD,0.963722397,608,26,,,,,2015,2010,1807237NPD,1807237E,51,195.72,0,0,20151807237NPD1807237E,1,195.72,0,,,2020,2010,1807169PD,1807169E,9890,163.1,0,0,20201807169PD1807169E
2015,2010,R_CARMEL,1806011PD,7571.942823,24.6696371,1598,0,2015R_CARMEL1806011PD,0.963008687,87,1598,,,,,2020,2010,1807237NPD,1807237E,51,195.72,0,0,20201807237NPD1807237E,1,195.72,0,,,2010,2010,1807055PD,1807031PD,9880.897623,25,0,0,20101807055PD1807031PD
2010,2010,R_CARMEL,1806011PD,7294.83237,24.6696371,1598,0,2010R_CARMEL1806011PD,0.963008687,87,1598,,,,,2025,2010,1807237NPD,1807237E,51,195.72,0,0,20251807237NPD1807237E,1,195.72,0,,,2010,2010,1807383PD,1807250PD,9876.672811,25,0,0,20101807383PD1807250PD
2030,2010,R_CARMEL,1806011PD,2785.708301,24.6696371,1598,0,2030R_CARMEL1806011PD,0.963008687,87,1598,,,,,2030,2010,1807237NPD,1807237E,51,195.72,0,0,20301807237NPD1807237E,1,195.72,0,,,2015,2010,1807407PD,1807032PD,9871.76198,25,0,0,20151807407PD1807032PD
2035,2010,R_CARMEL,1806011PD,2785.708301,24.6696371,1598,0,2035R_CARMEL1806011PD,0.963008687,87,1598,,,,,2035,2010,1807237NPD,1807237E,51,195.72,0,0,20351807237NPD1807237E,1,195.72,0,,,2010,2010,1807159PD,1807159E,9868.78,163.1,0,0,20101807159PD1807159E
2025,2010,R_CARMEL,1806011PD,2716.7628,24.6696371,1598,0,2025R_CARMEL1806011PD,0.963008687,87,1598,,,,,2015,2010,1807013NPD,1807013E,50.5,195.72,0,0,20151807013NPD1807013E,1,195.72,0,,,2010,2010,1807217IMP,1807109PD,9864.98636,25,224,0,20101807217IMP1807109PD
2020,2010,R_CARMEL,1806011PD,2593.758724,24.6696371,1598,0,2020R_CARMEL1806011PD,0.963008687,87,1598,,,,,2015,2010,1807053NPD,1807053E,50,195.72,0,0,20151807053NPD1807053E,1,195.72,0,,,2015,2010,GW1803-5-22.08,1803019PD,9862.87021,408.975,26,0,2015GW1803-5-22.081803019PD
2035,2010,GW1807203a,1807203PD,106701.7431,579,3,0,2035GW1807203a1807203PD,0.961983471,579,26,,,,,2025,2010,1803027NPD,1803027E,50,21.12,0,0,20251803027NPD1803027E,1,21.12,0,,,2020,2010,1802035PD,1802035E,9853.65,17.6,0,0,20201802035PD1802035E
2030,2010,GW1807203a,1807203PD,106597.1949,579,3,0,2030GW1807203a1807203PD,0.961983471,579,26,,,,,2020,2010,1805033NPD,1805033E,50,381.84,0,0,20201805033NPD1805033E,1,381.84,0,,,2015,2010,1807335PD,1807335E,9849.52,163.1,0,0,20151807335PD1807335E
2025,2010,GW1807203a,1807203PD,105198.269,579,3,0,2025GW1807203a1807203PD,0.961983471,579,26,,,,,2025,2010,1805033NPD,1805033E,50,381.84,0,0,20251805033NPD1805033E,1,381.84,0,,,2025,2010,SW1805SWP05,SW1805SWP05c,9844.044549,422.7726454,0,0,2025SW1805SWP05SW1805SWP05c
2020,2010,GW1807203a,1807203PD,87924.49787,579,3,0,2020GW1807203a1807203PD,0.961983471,579,26,,,,,2030,2010,1805033NPD,1805033E,50,381.84,0,0,20301805033NPD1805033E,1,381.84,0,,,2020,2010,GW1803-5-22.12,1803047PD,9843,418.95,181.75,0,2020GW1803-5-22.121803047PD
2010,2010,GW1807203a,1807203PD,69870.2447,579,3,0,2010GW1807203a1807203PD,0.961983471,579,26,,,,,2035,2010,1805033NPD,1805033E,50,381.84,0,0,20351805033NPD1805033E,1,381.84,0,,,2020,2010,1803047PD,1803047E,9843,17.6,0,0,20201803047PD1803047E
2035,2010,1803041KGWB,1803041PD,39482.08039,579,3,0,20351803041KGWB1803041PD,0.961983471,579,26,,,,,2015,2010,1807117NPD,1807117E,50,195.72,0,0,20151807117NPD1807117E,1,195.72,0,,,2025,2010,1807161GW,1807059PD,9840.030234,25,26,0,20251807161GW1807059PD
2030,2010,1803041KGWB,1803041PD,38634.79079,579,3,0,20301803041KGWB1803041PD,0.961983471,579,26,,,,,2020,2010,1807117NPD,1807117E,50,195.72,0,0,20201807117NPD1807117E,1,195.72,0,,,2015,2010,1807169PD,1807169E,9840,163.1,0,0,20151807169PD1807169E
2025,2010,1803041KGWB,1803041PD,37182.98021,579,3,0,20251803041KGWB1803041PD,0.961983471,579,26,,,,,2025,2010,1807117NPD,1807117E,50,195.72,0,0,20251807117NPD1807117E,1,195.72,0,,,2035,2010,SW1804009,1804009PD,9833.683599,87,224,0,2035SW18040091804009PD
2015,2010,GW1807203a,1807203PD,36983.35678,579,3,0,2015GW1807203a1807203PD,0.961983471,579,26,,,,,2030,2010,1807117NPD,1807117E,50,195.72,0,0,20301807117NPD1807117E,1,195.72,0,,,2015,2010,UNS1807163,1807163PD,9828.274193,87,224,0,2015UNS18071631807163PD
2020,2010,1803041KGWB,1803041PD,36029.11241,579,3,0,20201803041KGWB1803041PD,0.961983471,579,26,,,,,2035,2010,1807117NPD,1807117E,50,195.72,0,0,20351807117NPD1807117E,1,195.72,0,,,2015,2010,GW1803-5-22.12,1803047PD,9821,408.975,181.75,0,2015GW1803-5-22.121803047PD
2015,2010,1803041KGWB,1803041PD,34776.12042,579,3,0,20151803041KGWB1803041PD,0.961983471,579,26,,,,,2020,2010,1807051NPD,1807202E,50,195.72,0,0,20201807051NPD1807202E,1,195.72,0,,,2015,2010,1803047PD,1803047E,9821,17.6,0,0,20151803047PD1803047E
2010,2010,GW1807-4-11.04,1807197PD,28978.45593,579,3,0,2010GW1807-4-11.041807197PD,0.961983471,579,26,,,,,2025,2010,1807051NPD,1807202E,50,195.72,0,0,20251807051NPD1807202E,1,195.72,0,,,2015,2010,SW_CVP-Tracy,1804065PD,9803.213115,251.64,224,0,2015SW_CVP-Tracy1804065PD
2015,2010,GW1807-4-11.04,1807197PD,25885.95271,579,3,0,2015GW1807-4-11.041807197PD,0.961983471,579,26,,,,,2030,2010,1807051NPD,1807202E,50,195.72,0,0,20301807051NPD1807202E,1,195.72,0,,,2010,2010,1807169PD,1807169E,9803,163.1,0,0,20101807169PD1807169E
2020,2010,GW1807-4-11.04,1807197PD,25582.27331,579,3,0,2020GW1807-4-11.041807197PD,0.961983471,579,26,,,,,2035,2010,1807051NPD,1807202E,50,195.72,0,0,20351807051NPD1807202E,1,195.72,0,,,2010,2010,SW1809SWP24,1809027PD,9800,800.9315021,224,0,2010SW1809SWP241809027PD
2035,2010,GW1807-4-11.04,1807197PD,24993.50068,579,3,0,2035GW1807-4-11.041807197PD,0.961983471,579,26,,,,,2010,2010,1807013NPD,1807013E,49.5,195.72,0,0,20101807013NPD1807013E,1,195.72,0,,,2030,2010,WWT1807299,1807299REC,9800,108,0,0,2030WWT18072991807299REC
2030,2010,GW1807-4-11.04,1807197PD,24825.2014,579,3,0,2030GW1807-4-11.041807197PD,0.961983471,579,26,,,,,2015,2010,1807415NPD,1807415E,45,195.72,0,0,20151807415NPD1807415E,1,195.72,0,,,2030,2010,1807299REC,1807299NPD,9800,0,236,0,20301807299REC1807299NPD
2025,2010,GW1807-4-11.04,1807197PD,24724.1577,579,3,0,2025GW1807-4-11.041807197PD,0.961983471,579,26,,,,,2020,2010,1807415NPD,1807415E,45,195.72,0,0,20201807415NPD1807415E,1,195.72,0,,,2030,2010,1807299NPD,1807299E,9800,195.72,0,0,20301807299NPD1807299E
2010,2010,1803041KGWB,1803041PD,24199.65484,579,3,0,20101803041KGWB1803041PD,0.961983471,579,26,,,,,2025,2010,1807415NPD,1807415E,45,195.72,0,0,20251807415NPD1807415E,1,195.72,0,,,2010,2010,GW1807-4-12,1807113PD,9788,579,59.20905701,0,2010GW1807-4-121807113PD
2035,2010,GW1807285b,1807285PD,17047.28654,579,3,0,2035GW1807285b1807285PD,0.961983471,579,26,,,,,2030,2010,1807415NPD,1807415E,45,195.72,0,0,20301807415NPD1807415E,1,195.72,0,,,2035,2010,GW1803-5-22.08,1803063PD,9787,450.8949375,26,0,2035GW1803-5-22.081803063PD
2030,2010,GW1807285b,1807285PD,16459.16202,579,3,0,2030GW1807285b1807285PD,0.961983471,579,26,,,,,2035,2010,1807415NPD,1807415E,45,195.72,0,0,20351807415NPD1807415E,1,195.72,0,,,2025,2010,1803073PD,1803073E,9785.16,17.6,0,0,20251803073PD1803073E
2015,2010,GW1807285b,1807285PD,15958.86658,579,3,0,2015GW1807285b1807285PD,0.961983471,579,26,,,,,2015,2010,1807398NPD,1807398E,40,195.72,0,0,20151807398NPD1807398E,1,195.72,0,,,2030,2010,GW1806-3-03.01,1806019PD,9778,471,181.75,0,2030GW1806-3-03.011806019PD
2025,2010,GW1807285b,1807285PD,15567.40209,579,3,0,2025GW1807285b1807285PD,0.961983471,579,26,,,,,2010,2010,1807415NPD,1807415E,34.5,195.72,0,0,20101807415NPD1807415E,1,195.72,0,,,2035,2010,GW1806-3-03.01,1806019PD,9778,471,181.75,0,2035GW1806-3-03.011806019PD
2020,2010,GW1807285b,1807285PD,14736.20276,579,3,0,2020GW1807285b1807285PD,0.961983471,579,26,,,,,2010,2010,1809025NPD,1809025E,32,195.72,0,0,20101809025NPD1809025E,1,195.72,0,,,2025,2010,1806039PD,1806039E,9778,163.1,0,0,20251806039PD1806039E
2010,2010,GW1807285b,1807285PD,13673.512,579,3,0,2010GW1807285b1807285PD,0.961983471,579,26,,,,,2010,2010,1807398NPD,1807398E,30,195.72,0,0,20101807398NPD1807398E,1,195.72,0,,,2015,2010,1802033PD,1802033E,9775,17.6,0,0,20151802033PD1802033E
2015,2010,GW1807-4-11.04,1807357PD,11017.48095,579,3,0,2015GW1807-4-11.041807357PD,0.961983471,579,26,,,,,2010,2010,1807117NPD,1807117E,28,195.72,0,0,20101807117NPD1807117E,1,195.72,0,,,2030,2010,1807181PD,1807181E,9771.26,163.1,0,0,20301807181PD1807181E
2020,2010,GW1807-4-11.04,1807357PD,11015.99315,579,3,0,2020GW1807-4-11.041807357PD,0.961983471,579,26,,,,,2035,2010,1807155NPD,1807155E,25.5,195.72,0,0,20351807155NPD1807155E,1,195.72,0,,,2030,2010,1808011PD,1808011E,9770.04,17.6,0,0,20301808011PD1808011E
2025,2010,GW1807-4-11.04,1807357PD,11014.94945,579,3,0,2025GW1807-4-11.041807357PD,0.961983471,579,26,,,,,2020,2010,1803027NPD,1803027E,25,21.12,0,0,20201803027NPD1803027E,1,21.12,0,,,2030,2010,GW1807-4-13,1807001PD,9769.631579,579,181.75,0,2030GW1807-4-131807001PD
2030,2010,GW1807-4-11.04,1807357PD,11013.97196,579,3,0,2030GW1807-4-11.041807357PD,0.961983471,579,26,,,,,2035,2010,1805091NPD,1805091E,25,381.84,0,0,20351805091NPD1805091E,1,381.84,0,,,2035,2010,GW1807-4-13,1807001PD,9769.631579,579,181.75,0,2035GW1807-4-131807001PD
2035,2010,GW1807-4-11.04,1807357PD,11011.348,579,3,0,2035GW1807-4-11.041807357PD,0.961983471,579,26,,,,,2010,2010,1807391NPD,1807391E,22,195.72,0,0,20101807391NPD1807391E,1,195.72,0,,,2035,2010,1803063PD,1803063E,9766.24,17.6,0,0,20351803063PD1803063E
2010,2010,1807383GW,1807383PD,10665,579,3,0,20101807383GW1807383PD,0.961983471,579,26,,,,,2010,2010,1804005NPD,1804005E,17.5,21.12,0,0,20101804005NPD1804005E,1,21.12,0,,,2025,2010,1807309PD,1807099PD,9763.835031,25,0,0,20251807309PD1807099PD
2035,2010,GW1807-4-11.04,1807185PD,9074,579,3,0,2035GW1807-4-11.041807185PD,0.961983471,579,26,,,,,2015,2010,1804005NPD,1804005E,17.5,21.12,0,0,20151804005NPD1804005E,1,21.12,0,,,2030,2010,RES_DELVALL,1805003PD,9759.098229,87,224,0,2030RES_DELVALL1805003PD
